weapons:srd-2024_battleaxe,weapons,srd-2024_battleaxe,Battleaxe,https://api.open5e.com/v2/weapons/srd-2024_battleaxe/,srd-2024,System Reference Document 5.2,"{""damage_dice"": ""1d8"", ""damage_type"": {""key"": ""slashing"", ""name"": ""Slashing"", ""url"": ""https://api.open5e.com/v2/damagetypes/slashing/""}, ""distance_unit"": ""feet"", ""document"": {""display_name"": ""5e 2024 Rules"", ""gamesystem"": {""key"": ""5e-2024"", ""name"": ""5th Edition 2024"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2024/""}, ""key"": ""srd-2024"", ""name"": ""System Reference Document 5.2"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""wizards-of-the-coast"", ""name"": ""Wizards of the Coast"", ""url"": ""https://api.open5e.com/v2/publishers/wizards-of-the-coast/""}}, ""is_improvised"": false, ""is_simple"": false, ""key"": ""srd-2024_battleaxe"", ""long_range"": 0.0, ""name"": ""Battleaxe"", ""properties"": [{""detail"": null, ""property"": {""name"": ""Topple"", ""type"": ""Mastery"", ""url"": ""/v2/weaponproperties/srd-2024_topple-mastery/""}}, {""detail"": ""1d10"", ""property"": {""name"": ""Versatile"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_versatile-wp/""}}], ""range"": 0.0, ""url"": ""https://api.open5e.com/v2/weapons/srd-2024_battleaxe/""}",,f30585afd48422d37c4b998511d081ace2449cbd44640d44d89a777aed506990,2025-11-24T04:46:44.611985Z
weapons:srd-2024_blowgun,weapons,srd-2024_blowgun,Blowgun,https://api.open5e.com/v2/weapons/srd-2024_blowgun/,srd-2024,System Reference Document 5.2,"{""damage_dice"": ""1"", ""damage_type"": {""key"": ""piercing"", ""name"": ""Piercing"", ""url"": ""https://api.open5e.com/v2/damagetypes/piercing/""}, ""distance_unit"": ""feet"", ""document"": {""display_name"": ""5e 2024 Rules"", ""gamesystem"": {""key"": ""5e-2024"", ""name"": ""5th Edition 2024"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2024/""}, ""key"": ""srd-2024"", ""name"": ""System Reference Document 5.2"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""wizards-of-the-coast"", ""name"": ""Wizards of the Coast"", ""url"": ""https://api.open5e.com/v2/publishers/wizards-of-the-coast/""}}, ""is_improvised"": false, ""is_simple"": false, ""key"": ""srd-2024_blowgun"", ""long_range"": 100.0, ""name"": ""Blowgun"", ""properties"": [{""detail"": null, ""property"": {""name"": ""Ammunition"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_ammunition-wp/""}}, {""detail"": null, ""property"": {""name"": ""Loading"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_loading-wp/""}}, {""detail"": null, ""property"": {""name"": ""Vex"", ""type"": ""Mastery"", ""url"": ""/v2/weaponproperties/srd-2024_vex-mastery/""}}], ""range"": 25.0, ""url"": ""https://api.open5e.com/v2/weapons/srd-2024_blowgun/""}",,7a3fef5788bdce5f0e31aeec22dc5a31a99cbf8c26d1d6481581303ac4ea903a,2025-11-24T04:46:44.611985Z
weapons:srd-2024_club,weapons,srd-2024_club,Club,https://api.open5e.com/v2/weapons/srd-2024_club/,srd-2024,System Reference Document 5.2,"{""damage_dice"": ""1d4"", ""damage_type"": {""key"": ""bludgeoning"", ""name"": ""Bludgeoning"", ""url"": ""https://api.open5e.com/v2/damagetypes/bludgeoning/""}, ""distance_unit"": ""feet"", ""document"": {""display_name"": ""5e 2024 Rules"", ""gamesystem"": {""key"": ""5e-2024"", ""name"": ""5th Edition 2024"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2024/""}, ""key"": ""srd-2024"", ""name"": ""System Reference Document 5.2"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""wizards-of-the-coast"", ""name"": ""Wizards of the Coast"", ""url"": ""https://api.open5e.com/v2/publishers/wizards-of-the-coast/""}}, ""is_improvised"": false, ""is_simple"": true, ""key"": ""srd-2024_club"", ""long_range"": 0.0, ""name"": ""Club"", ""properties"": [{""detail"": null, ""property"": {""name"": ""Light"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_light-wp/""}}, {""detail"": null, ""property"": {""name"": ""Slow"", ""type"": ""Mastery"", ""url"": ""/v2/weaponproperties/srd-2024_slow-mastery/""}}], ""range"": 0.0, ""url"": ""https://api.open5e.com/v2/weapons/srd-2024_club/""}",,e6dfc21e962adc4cfd7dc7f30893436a9524a210a8a9c982ba910b3e0f08cc34,2025-11-24T04:46:44.611985Z
weapons:srd-2024_dagger,weapons,srd-2024_dagger,Dagger,https://api.open5e.com/v2/weapons/srd-2024_dagger/,srd-2024,System Reference Document 5.2,"{""damage_dice"": ""1d4"", ""damage_type"": {""key"": ""piercing"", ""name"": ""Piercing"", ""url"": ""https://api.open5e.com/v2/damagetypes/piercing/""}, ""distance_unit"": ""feet"", ""document"": {""display_name"": ""5e 2024 Rules"", ""gamesystem"": {""key"": ""5e-2024"", ""name"": ""5th Edition 2024"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2024/""}, ""key"": ""srd-2024"", ""name"": ""System Reference Document 5.2"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""wizards-of-the-coast"", ""name"": ""Wizards of the Coast"", ""url"": ""https://api.open5e.com/v2/publishers/wizards-of-the-coast/""}}, ""is_improvised"": false, ""is_simple"": true, ""key"": ""srd-2024_dagger"", ""long_range"": 60.0, ""name"": ""Dagger"", ""properties"": [{""detail"": null, ""property"": {""name"": ""Finesse"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_finesse-wp/""}}, {""detail"": null, ""property"": {""name"": ""Light"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_light-wp/""}}, {""detail"": null, ""property"": {""name"": ""Nick"", ""type"": ""Mastery"", ""url"": ""/v2/weaponproperties/srd-2024_nick-mastery/""}}, {""detail"": null, ""property"": {""name"": ""Thrown"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_thrown-wp/""}}], ""range"": 20.0, ""url"": ""https://api.open5e.com/v2/weapons/srd-2024_dagger/""}",,7b034592dd95d906fa2994c8ad2a245bc54f5442f3d2d8bfa12adc34f11458e0,2025-11-24T04:46:44.611985Z
weapons:srd-2024_dart,weapons,srd-2024_dart,Dart,https://api.open5e.com/v2/weapons/srd-2024_dart/,srd-2024,System Reference Document 5.2,"{""damage_dice"": ""1d4"", ""damage_type"": {""key"": ""piercing"", ""name"": ""Piercing"", ""url"": ""https://api.open5e.com/v2/damagetypes/piercing/""}, ""distance_unit"": ""feet"", ""document"": {""display_name"": ""5e 2024 Rules"", ""gamesystem"": {""key"": ""5e-2024"", ""name"": ""5th Edition 2024"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2024/""}, ""key"": ""srd-2024"", ""name"": ""System Reference Document 5.2"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""wizards-of-the-coast"", ""name"": ""Wizards of the Coast"", ""url"": ""https://api.open5e.com/v2/publishers/wizards-of-the-coast/""}}, ""is_improvised"": false, ""is_simple"": true, ""key"": ""srd-2024_dart"", ""long_range"": 60.0, ""name"": ""Dart"", ""properties"": [{""detail"": null, ""property"": {""name"": ""Finesse"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_finesse-wp/""}}, {""detail"": null, ""property"": {""name"": ""Thrown"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_thrown-wp/""}}, {""detail"": null, ""property"": {""name"": ""Vex"", ""type"": ""Mastery"", ""url"": ""/v2/weaponproperties/srd-2024_vex-mastery/""}}], ""range"": 20.0, ""url"": ""https://api.open5e.com/v2/weapons/srd-2024_dart/""}",,b89e03052f76fd6a44e43b0a90509ebbf67ff6cb119ed99a47f480780131eb35,2025-11-24T04:46:44.611985Z
weapons:srd-2024_flail,weapons,srd-2024_flail,Flail,https://api.open5e.com/v2/weapons/srd-2024_flail/,srd-2024,System Reference Document 5.2,"{""damage_dice"": ""1d8"", ""damage_type"": {""key"": ""bludgeoning"", ""name"": ""Bludgeoning"", ""url"": ""https://api.open5e.com/v2/damagetypes/bludgeoning/""}, ""distance_unit"": ""feet"", ""document"": {""display_name"": ""5e 2024 Rules"", ""gamesystem"": {""key"": ""5e-2024"", ""name"": ""5th Edition 2024"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2024/""}, ""key"": ""srd-2024"", ""name"": ""System Reference Document 5.2"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""wizards-of-the-coast"", ""name"": ""Wizards of the Coast"", ""url"": ""https://api.open5e.com/v2/publishers/wizards-of-the-coast/""}}, ""is_improvised"": false, ""is_simple"": false, ""key"": ""srd-2024_flail"", ""long_range"": 0.0, ""name"": ""Flail"", ""properties"": [{""detail"": null, ""property"": {""name"": ""Sap"", ""type"": ""Mastery"", ""url"": ""/v2/weaponproperties/srd-2024_sap-mastery/""}}], ""range"": 0.0, ""url"": ""https://api.open5e.com/v2/weapons/srd-2024_flail/""}",,faffc5255d32bb94d5b9f5e63a4948caadacb3b420fbf403e6f5d2f482db3671,2025-11-24T04:46:44.611985Z
weapons:srd-2024_glaive,weapons,srd-2024_glaive,Glaive,https://api.open5e.com/v2/weapons/srd-2024_glaive/,srd-2024,System Reference Document 5.2,"{""damage_dice"": ""1d10"", ""damage_type"": {""key"": ""slashing"", ""name"": ""Slashing"", ""url"": ""https://api.open5e.com/v2/damagetypes/slashing/""}, ""distance_unit"": ""feet"", ""document"": {""display_name"": ""5e 2024 Rules"", ""gamesystem"": {""key"": ""5e-2024"", ""name"": ""5th Edition 2024"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2024/""}, ""key"": ""srd-2024"", ""name"": ""System Reference Document 5.2"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""wizards-of-the-coast"", ""name"": ""Wizards of the Coast"", ""url"": ""https://api.open5e.com/v2/publishers/wizards-of-the-coast/""}}, ""is_improvised"": false, ""is_simple"": false, ""key"": ""srd-2024_glaive"", ""long_range"": 0.0, ""name"": ""Glaive"", ""properties"": [{""detail"": null, ""property"": {""name"": ""Graze"", ""type"": ""Mastery"", ""url"": ""/v2/weaponproperties/srd-2024_graze-mastery/""}}, {""detail"": null, ""property"": {""name"": ""Heavy"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_heavy-wp/""}}, {""detail"": null, ""property"": {""name"": ""Reach"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_reach-wp/""}}, {""detail"": null, ""property"": {""name"": ""Two-Handed"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_two-handed-wp/""}}], ""range"": 0.0, ""url"": ""https://api.open5e.com/v2/weapons/srd-2024_glaive/""}",,53f36dc5e377eed1896baf759ea1035b03b39b9ea00ac28f708eaf07f4b9b5fd,2025-11-24T04:46:44.611985Z
weapons:srd-2024_greataxe,weapons,srd-2024_greataxe,Greataxe,https://api.open5e.com/v2/weapons/srd-2024_greataxe/,srd-2024,System Reference Document 5.2,"{""damage_dice"": ""1d12"", ""damage_type"": {""key"": ""slashing"", ""name"": ""Slashing"", ""url"": ""https://api.open5e.com/v2/damagetypes/slashing/""}, ""distance_unit"": ""feet"", ""document"": {""display_name"": ""5e 2024 Rules"", ""gamesystem"": {""key"": ""5e-2024"", ""name"": ""5th Edition 2024"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2024/""}, ""key"": ""srd-2024"", ""name"": ""System Reference Document 5.2"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""wizards-of-the-coast"", ""name"": ""Wizards of the Coast"", ""url"": ""https://api.open5e.com/v2/publishers/wizards-of-the-coast/""}}, ""is_improvised"": false, ""is_simple"": false, ""key"": ""srd-2024_greataxe"", ""long_range"": 0.0, ""name"": ""Greataxe"", ""properties"": [{""detail"": null, ""property"": {""name"": ""Cleave"", ""type"": ""Mastery"", ""url"": ""/v2/weaponproperties/srd-2024_cleave-mastery/""}}, {""detail"": null, ""property"": {""name"": ""Heavy"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_heavy-wp/""}}, {""detail"": null, ""property"": {""name"": ""Two-Handed"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_two-handed-wp/""}}], ""range"": 0.0, ""url"": ""https://api.open5e.com/v2/weapons/srd-2024_greataxe/""}",,a20174331a8add605bf80b7434b213d17e456ee20be253970e04837411f4a300,2025-11-24T04:46:44.611985Z
weapons:srd-2024_greatclub,weapons,srd-2024_greatclub,Greatclub,https://api.open5e.com/v2/weapons/srd-2024_greatclub/,srd-2024,System Reference Document 5.2,"{""damage_dice"": ""1d8"", ""damage_type"": {""key"": ""bludgeoning"", ""name"": ""Bludgeoning"", ""url"": ""https://api.open5e.com/v2/damagetypes/bludgeoning/""}, ""distance_unit"": ""feet"", ""document"": {""display_name"": ""5e 2024 Rules"", ""gamesystem"": {""key"": ""5e-2024"", ""name"": ""5th Edition 2024"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2024/""}, ""key"": ""srd-2024"", ""name"": ""System Reference Document 5.2"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""wizards-of-the-coast"", ""name"": ""Wizards of the Coast"", ""url"": ""https://api.open5e.com/v2/publishers/wizards-of-the-coast/""}}, ""is_improvised"": false, ""is_simple"": true, ""key"": ""srd-2024_greatclub"", ""long_range"": 0.0, ""name"": ""Greatclub"", ""properties"": [{""detail"": null, ""property"": {""name"": ""Push"", ""type"": ""Mastery"", ""url"": ""/v2/weaponproperties/srd-2024_push-mastery/""}}, {""detail"": null, ""property"": {""name"": ""Two-Handed"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_two-handed-wp/""}}], ""range"": 0.0, ""url"": ""https://api.open5e.com/v2/weapons/srd-2024_greatclub/""}",,42edd096dcbaf5077361d0110033525025e8be7f568ccf8119d8c200f48c39c1,2025-11-24T04:46:44.611985Z
weapons:srd-2024_greatsword,weapons,srd-2024_greatsword,Greatsword,https://api.open5e.com/v2/weapons/srd-2024_greatsword/,srd-2024,System Reference Document 5.2,"{""damage_dice"": ""2d6"", ""damage_type"": {""key"": ""slashing"", ""name"": ""Slashing"", ""url"": ""https://api.open5e.com/v2/damagetypes/slashing/""}, ""distance_unit"": ""feet"", ""document"": {""display_name"": ""5e 2024 Rules"", ""gamesystem"": {""key"": ""5e-2024"", ""name"": ""5th Edition 2024"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2024/""}, ""key"": ""srd-2024"", ""name"": ""System Reference Document 5.2"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""wizards-of-the-coast"", ""name"": ""Wizards of the Coast"", ""url"": ""https://api.open5e.com/v2/publishers/wizards-of-the-coast/""}}, ""is_improvised"": false, ""is_simple"": false, ""key"": ""srd-2024_greatsword"", ""long_range"": 0.0, ""name"": ""Greatsword"", ""properties"": [{""detail"": null, ""property"": {""name"": ""Graze"", ""type"": ""Mastery"", ""url"": ""/v2/weaponproperties/srd-2024_graze-mastery/""}}, {""detail"": null, ""property"": {""name"": ""Heavy"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_heavy-wp/""}}, {""detail"": null, ""property"": {""name"": ""Two-Handed"", ""type"": null, ""url"": ""/v2/weaponproperties/srd-2024_two-handed-wp/""}}], ""range"": 0.0, ""url"": ""https://api.open5e.com/v2/weapons/srd-2024_greatsword/""}",,5f8bc5a11be68645c06b46a060a2e85f4c89f1e3a41edbe07faa168e45dc0a9a,2025-11-24T04:46:44.611985Z
