conditions:a5e-ag_bloodied,conditions,a5e-ag_bloodied,Bloodied,https://api.open5e.com/v2/conditions/a5e-ag_bloodied/,a5e-ag,Adventurer's Guide,"{""descriptions"": [{""desc"": ""* A creature is bloodied when reduced to half its hit points or less."", ""document"": ""a5e-ag"", ""gamesystem"": ""a5e""}], ""document"": {""display_name"": ""Adventurer's Guide"", ""gamesystem"": {""key"": ""a5e"", ""name"": ""Advanced 5th Edition"", ""url"": ""https://api.open5e.com/v2/gamesystems/a5e/""}, ""key"": ""a5e-ag"", ""name"": ""Adventurer's Guide"", ""permalink"": ""https://a5esrd.com/a5esrd"", ""publisher"": {""key"": ""en-publishing"", ""name"": ""EN Publishing"", ""url"": ""https://api.open5e.com/v2/publishers/en-publishing/""}}, ""icon"": null, ""key"": ""a5e-ag_bloodied"", ""name"": ""Bloodied"", ""url"": ""https://api.open5e.com/v2/conditions/a5e-ag_bloodied/""}",,62aa4c857745bbb9d4b31d3332cefce9641e7be7b5bce1d274a53a0d48919105,2025-11-24T04:45:46.262918Z
conditions:a5e-ag_confused,conditions,a5e-ag_confused,Confused,https://api.open5e.com/v2/conditions/a5e-ag_confused/,a5e-ag,Adventurer's Guide,"{""descriptions"": [{""desc"": ""* A confused creature can't take reactions. \n\n* On its turn a confused creature rolls a d8 to determine what it does.\n\n* On a 1 to 4, a confused creature does nothing. \n\n* On a 5 or 6, a confused creature takes no action or bonus action and uses all its movement to move in a randomly determined direction.\n\n* On a 7 or 8, a confused creature makes a melee attack against a randomly determined creature within its reach or does nothing if it can't make such an attack."", ""document"": ""a5e-ag"", ""gamesystem"": ""a5e""}], ""document"": {""display_name"": ""Adventurer's Guide"", ""gamesystem"": {""key"": ""a5e"", ""name"": ""Advanced 5th Edition"", ""url"": ""https://api.open5e.com/v2/gamesystems/a5e/""}, ""key"": ""a5e-ag"", ""name"": ""Adventurer's Guide"", ""permalink"": ""https://a5esrd.com/a5esrd"", ""publisher"": {""key"": ""en-publishing"", ""name"": ""EN Publishing"", ""url"": ""https://api.open5e.com/v2/publishers/en-publishing/""}}, ""icon"": null, ""key"": ""a5e-ag_confused"", ""name"": ""Confused"", ""url"": ""https://api.open5e.com/v2/conditions/a5e-ag_confused/""}",,e434dc679fd19cfe994b9371528067341beb2c5e5c8968507366a64e782aa0b3,2025-11-24T04:45:46.262918Z
conditions:a5e-ag_doomed,conditions,a5e-ag_doomed,Doomed,https://api.open5e.com/v2/conditions/a5e-ag_doomed/,a5e-ag,Adventurer's Guide,"{""descriptions"": [{""desc"": ""* A doomed creature dies at a time determined by the Narrator, or within 13 (2d12) hours.\n\n* A doomed creature continues to be doomed even after it dies. Magic equivalent to a 7th-level or higher spell can remove the doomed condition (such as regenerate cast on a living creature, resurrection, true resurrection, or wish)."", ""document"": ""a5e-ag"", ""gamesystem"": ""a5e""}], ""document"": {""display_name"": ""Adventurer's Guide"", ""gamesystem"": {""key"": ""a5e"", ""name"": ""Advanced 5th Edition"", ""url"": ""https://api.open5e.com/v2/gamesystems/a5e/""}, ""key"": ""a5e-ag"", ""name"": ""Adventurer's Guide"", ""permalink"": ""https://a5esrd.com/a5esrd"", ""publisher"": {""key"": ""en-publishing"", ""name"": ""EN Publishing"", ""url"": ""https://api.open5e.com/v2/publishers/en-publishing/""}}, ""icon"": null, ""key"": ""a5e-ag_doomed"", ""name"": ""Doomed"", ""url"": ""https://api.open5e.com/v2/conditions/a5e-ag_doomed/""}",,77e1b2bc8351acd6038261a3c93b8514e5e6b320c176e270e19c0c5d97107f4e,2025-11-24T04:45:46.262918Z
conditions:a5e-ag_encumbered,conditions,a5e-ag_encumbered,Encumbered,https://api.open5e.com/v2/conditions/a5e-ag_encumbered/,a5e-ag,Adventurer's Guide,"{""descriptions"": [{""desc"": ""* An encumbered creature\u2019s Speed is reduced to 5 feet."", ""document"": ""a5e-ag"", ""gamesystem"": ""a5e""}], ""document"": {""display_name"": ""Adventurer's Guide"", ""gamesystem"": {""key"": ""a5e"", ""name"": ""Advanced 5th Edition"", ""url"": ""https://api.open5e.com/v2/gamesystems/a5e/""}, ""key"": ""a5e-ag"", ""name"": ""Adventurer's Guide"", ""permalink"": ""https://a5esrd.com/a5esrd"", ""publisher"": {""key"": ""en-publishing"", ""name"": ""EN Publishing"", ""url"": ""https://api.open5e.com/v2/publishers/en-publishing/""}}, ""icon"": null, ""key"": ""a5e-ag_encumbered"", ""name"": ""Encumbered"", ""url"": ""https://api.open5e.com/v2/conditions/a5e-ag_encumbered/""}",,02ede84d2291f77373e2ffb9449dcc6aded98692bfcae20a2d6412051ba723ff,2025-11-24T04:45:46.262918Z
conditions:a5e-ag_rattled,conditions,a5e-ag_rattled,Rattled,https://api.open5e.com/v2/conditions/a5e-ag_rattled/,a5e-ag,Adventurer's Guide,"{""descriptions"": [{""desc"": ""*A rattled creature cannot benefit from expertise dice.\n\n* A rattled creature cannot take reactions.\n\n* A creature that is immune to being stunned is immune to being rattled."", ""document"": ""a5e-ag"", ""gamesystem"": ""a5e""}], ""document"": {""display_name"": ""Adventurer's Guide"", ""gamesystem"": {""key"": ""a5e"", ""name"": ""Advanced 5th Edition"", ""url"": ""https://api.open5e.com/v2/gamesystems/a5e/""}, ""key"": ""a5e-ag"", ""name"": ""Adventurer's Guide"", ""permalink"": ""https://a5esrd.com/a5esrd"", ""publisher"": {""key"": ""en-publishing"", ""name"": ""EN Publishing"", ""url"": ""https://api.open5e.com/v2/publishers/en-publishing/""}}, ""icon"": null, ""key"": ""a5e-ag_rattled"", ""name"": ""Rattled"", ""url"": ""https://api.open5e.com/v2/conditions/a5e-ag_rattled/""}",,53e7d038bd6dd38b0df7128113005770414970e1152fb88d416627916bbe98de,2025-11-24T04:45:46.262918Z
conditions:a5e-ag_slowed,conditions,a5e-ag_slowed,Slowed,https://api.open5e.com/v2/conditions/a5e-ag_slowed/,a5e-ag,Adventurer's Guide,"{""descriptions"": [{""desc"": ""* A slowed creature's Speed is halved. \n\n* A slowed creature takes a \u22122 penalty to AC and Dexterity saving throws. \n\n* A slowed creature cannot take reactions. \n\n* On its turn, a slowed creature can take either an action or a bonus action, not both. In addition, it can't make more than one melee or ranged attack during its turn."", ""document"": ""a5e-ag"", ""gamesystem"": ""a5e""}], ""document"": {""display_name"": ""Adventurer's Guide"", ""gamesystem"": {""key"": ""a5e"", ""name"": ""Advanced 5th Edition"", ""url"": ""https://api.open5e.com/v2/gamesystems/a5e/""}, ""key"": ""a5e-ag"", ""name"": ""Adventurer's Guide"", ""permalink"": ""https://a5esrd.com/a5esrd"", ""publisher"": {""key"": ""en-publishing"", ""name"": ""EN Publishing"", ""url"": ""https://api.open5e.com/v2/publishers/en-publishing/""}}, ""icon"": null, ""key"": ""a5e-ag_slowed"", ""name"": ""Slowed"", ""url"": ""https://api.open5e.com/v2/conditions/a5e-ag_slowed/""}",,1a8b5e3f314cace125a736618f49260e3b25caa11d97e01445eac4e3b55ad55c,2025-11-24T04:45:46.262918Z
conditions:blinded,conditions,blinded,Blinded,https://api.open5e.com/v2/conditions/blinded/,core,5e Core Concepts,"{""descriptions"": [{""desc"": ""* A blinded creature can\u2019t see and it automatically fails ability checks that require sight.\n\n* Attack rolls against a blinded creature are made with advantage, and the creature\u2019s attack rolls are made with disadvantage."", ""document"": ""a5e-ag"", ""gamesystem"": ""a5e""}, {""desc"": ""* A blinded creature can't see and automatically fails any ability check that requires sight.\r\n* Attack rolls against the creature have advantage, and the creature\u2019s attack rolls have disadvantage."", ""document"": ""srd-2014"", ""gamesystem"": ""5e-2014""}, {""desc"": ""While you have the Blinded condition, you experience the following effects.\n * Can\u2019t See. You can\u2019t see and automatically fail any ability check that requires sight.\n * Attacks Affected. Attack rolls against you have Advantage, and your attack rolls have Disadvantage."", ""document"": ""srd-2024"", ""gamesystem"": ""5e-2024""}], ""document"": {""display_name"": ""5e Core"", ""gamesystem"": {""key"": ""5e-2014"", ""name"": ""5th Edition 2014"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2014/""}, ""key"": ""core"", ""name"": ""5e Core Concepts"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""open5e"", ""name"": ""Open5e"", ""url"": ""https://api.open5e.com/v2/publishers/open5e/""}}, ""icon"": {""alt_text"": ""An icon representing the blinded condition in an RPG. A simple, abstract black-and-white icon of an eye with a line crossed through it."", ""attribution"": ""Designed with love by Anaislalovi (@anaislalovi) for Elderberry Inn."", ""file_url"": ""/static/img/object_icons/elderberry-inn-icons/conditions/blinded.svg"", ""key"": ""elderberry_blinded"", ""name"": ""Blinded"", ""url"": ""https://api.open5e.com/v2/images/elderberry_blinded/""}, ""key"": ""blinded"", ""name"": ""Blinded"", ""url"": ""https://api.open5e.com/v2/conditions/blinded/""}",,fa60b4bdcce6738186c629b61060fe3dd1deb5f37c4017e1c49c3f76a147820d,2025-11-24T04:45:46.262918Z
conditions:charmed,conditions,charmed,Charmed,https://api.open5e.com/v2/conditions/charmed/,core,5e Core Concepts,"{""descriptions"": [{""desc"": ""* A charmed creature can\u2019t take any hostile action against the charmer.\n\n* Ability checks the charmer makes to socially interact with the charmed creature have advantage."", ""document"": ""a5e-ag"", ""gamesystem"": ""a5e""}, {""desc"": ""* A charmed creature can\u2019t attack the charmer or target the charmer with harmful abilities or magical effects.\r\n* The charmer has advantage on any ability check to interact socially with the creature."", ""document"": ""srd-2014"", ""gamesystem"": ""5e-2014""}, {""desc"": ""While you have the Charmed condition, you experience the following effects. \n* Can\u2019t Harm the Charmer. You can\u2019t attack the charmer or target the charmer with damaging abilities or magical effects. \n* Social Advantage. The charmer has Advantage on any ability check to interact with you socially."", ""document"": ""srd-2024"", ""gamesystem"": ""5e-2024""}], ""document"": {""display_name"": ""5e Core"", ""gamesystem"": {""key"": ""5e-2014"", ""name"": ""5th Edition 2014"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2014/""}, ""key"": ""core"", ""name"": ""5e Core Concepts"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""open5e"", ""name"": ""Open5e"", ""url"": ""https://api.open5e.com/v2/publishers/open5e/""}}, ""icon"": {""alt_text"": ""An icon representing the charmed condition in an RPG. A simple black-and-white silhouette of a humanoid facing the viewer. There is a heart where their face should be."", ""attribution"": ""Designed with love by Anaislalovi (@anaislalovi) for Elderberry Inn."", ""file_url"": ""/static/img/object_icons/elderberry-inn-icons/conditions/charmed.svg"", ""key"": ""elderberry_charmed"", ""name"": ""Charmed"", ""url"": ""https://api.open5e.com/v2/images/elderberry_charmed/""}, ""key"": ""charmed"", ""name"": ""Charmed"", ""url"": ""https://api.open5e.com/v2/conditions/charmed/""}",,f363a62e511db3a7ab80f3c2e31bb6ffbcc513c00d6766157f48068c469ee98b,2025-11-24T04:45:46.262918Z
conditions:deafened,conditions,deafened,Deafened,https://api.open5e.com/v2/conditions/deafened/,core,5e Core Concepts,"{""descriptions"": [{""desc"": ""* A deafened creature can\u2019t hear and automatically fails ability checks that require hearing."", ""document"": ""a5e-ag"", ""gamesystem"": ""a5e""}, {""desc"": ""* A deafened creature can\u2019t hear and automatically fails any ability check that requires hearing."", ""document"": ""srd-2014"", ""gamesystem"": ""5e-2014""}, {""desc"": ""While you have the Deafened condition, you experience the following effect.\n* Can\u2019t Hear. You can\u2019t hear and automatically fail any ability check that requires hearing."", ""document"": ""srd-2024"", ""gamesystem"": ""5e-2024""}], ""document"": {""display_name"": ""5e Core"", ""gamesystem"": {""key"": ""5e-2014"", ""name"": ""5th Edition 2014"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2014/""}, ""key"": ""core"", ""name"": ""5e Core Concepts"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""open5e"", ""name"": ""Open5e"", ""url"": ""https://api.open5e.com/v2/publishers/open5e/""}}, ""icon"": {""alt_text"": ""An icon representing the deafened condition in an RPG. A simple black-and-white outline of an ear with a diagonal line passing through it, as if it were crossed out."", ""attribution"": ""Designed with love by Anaislalovi (@anaislalovi) for Elderberry Inn."", ""file_url"": ""/static/img/object_icons/elderberry-inn-icons/conditions/deaftened.svg"", ""key"": ""elderberry_deaftened"", ""name"": ""Deaftened"", ""url"": ""https://api.open5e.com/v2/images/elderberry_deaftened/""}, ""key"": ""deafened"", ""name"": ""Deafened"", ""url"": ""https://api.open5e.com/v2/conditions/deafened/""}",,62a5b6e6b99f81be99961c2312c4cea28e0f1855f5de6b0a371b13c83ec4e7f2,2025-11-24T04:45:46.262918Z
conditions:exhaustion,conditions,exhaustion,Exhaustion,https://api.open5e.com/v2/conditions/exhaustion/,core,5e Core Concepts,"{""descriptions"": [{""desc"": ""Some special abilities and environmental hazards, such as starvation and the long-\u00ad\u2010term effects of freezing or scorching temperatures, can lead to a special condition called exhaustion. Exhaustion is measured in six levels. An effect can give a creature one or more levels of exhaustion, as specified in the effect\u2019s description.\r\n\r\n| Level | Effect |\r\n| --- | --- |\r\n| 1 | Disadvantage on ability checks | \r\n| 2 | Speed halved | \r\n| 3 | Disadvantage on attack rolls and saving throws | \r\n| 4 | Hit point maximum halved | \r\n| 5 | Speed reduced to 0 | \r\n| 6 | Death |\r\n\r\nIf an already exhausted creature suffers another effect that causes exhaustion, its current level of  exhaustion increases by the amount specified in the effect\u2019s description.\r\nA creature suffers the effect of its current level of exhaustion as well as all lower levels. For example, a creature suffering level 2 exhaustion has its speed halved and has disadvantage on ability checks. \r\nAn effect that removes exhaustion reduces its level as specified in the effect\u2019s description, with all exhaustion effects ending if a creature\u2019s exhaustion level is reduced below 1.\r\nFinishing a long rest reduces a creature\u2019s exhaustion level by 1, provided that the creature has also  ingested some food and drink."", ""document"": ""srd-2014"", ""gamesystem"": ""5e-2014""}, {""desc"": ""While you have the Exhaustion condition, you experience the following effects. \n* Exhaustion Levels. This condition is cumulative. Each time you receive it, you gain 1 Exhaustion level. You die if your Exhaustion level is 6.\n* D20 Tests Affected. When you make a D20 Test, the roll is reduced by 2 times your Exhaustion level.\n* Speed Reduced. Your Speed is reduced by a number of feet equal to 5 times your Exhaustion level.\n* Removing Exhaustion Levels. Finishing a Long Rest removes 1 of your Exhaustion levels. When your Exhaustion level reaches 0, the condition ends."", ""document"": ""srd-2024"", ""gamesystem"": ""5e-2024""}], ""document"": {""display_name"": ""5e Core"", ""gamesystem"": {""key"": ""5e-2014"", ""name"": ""5th Edition 2014"", ""url"": ""https://api.open5e.com/v2/gamesystems/5e-2014/""}, ""key"": ""core"", ""name"": ""5e Core Concepts"", ""permalink"": ""https://dnd.wizards.com/resources/systems-reference-document"", ""publisher"": {""key"": ""open5e"", ""name"": ""Open5e"", ""url"": ""https://api.open5e.com/v2/publishers/open5e/""}}, ""icon"": {""alt_text"": ""An icon representing the Exhaustion (one level) condition. A simple black-and-white diagram of a standing figure hunched over in exhaustion with a large numeral '1'."", ""attribution"": ""Designed with love by Anaislalovi (@anaislalovi) for Elderberry Inn."", ""file_url"": ""/static/img/object_icons/elderberry-inn-icons/conditions/exhaustion1.svg"", ""key"": ""elderberry_exhaustion1"", ""name"": ""Exhaustion1"", ""url"": ""https://api.open5e.com/v2/images/elderberry_exhaustion1/""}, ""key"": ""exhaustion"", ""name"": ""Exhaustion"", ""url"": ""https://api.open5e.com/v2/conditions/exhaustion/""}",,186fa52ea2383059fd90ee4cb4b01fc67fc3bda63301b51fcafe22da0243dfb6,2025-11-24T04:45:46.262918Z
